Place,URL,Latitude,Longitude,Program,Number of Participants,Organizers
"Aarhus, Denmark",TBD,56,10,Open Data for community using Human Centered Design,10,"Naomi Lipke, Paula Morais"
"Abidjan, Côted'Ivoire",,5.30966,-4.01266,Open Data 2017 : Conference about Open Data + Hackathon for the creation of an open data website by and for the citizen,20+,"Ovillage, http://ovillage.ci   "
"Abuja, Nigeria",http://bit.ly/ODDAbuja,9.0579,7.4951,We will be holding an online [DataThon] to provide information on money meant for the rebuilding of the North East between 2009 - 2016 to observe the WORLD OPEN DATA DAY.,50+,Connected Development [CODE]
"Abuja, Nigeria ",,,,,,
"Accra, Ghana",https://www.facebook.com/events/1324454804265150/,5.680833,-0.194139,"Open Data Day Ghana, 2017 ",30,Code for Ghana
"Accra, Ghana",https://www.facebook.com/events/854182654723534/,5.6379,0.1612,Open Data Day 2017 Accra,up to 50,TransGov Ghana
"Aizu, Japan",https://www.facebook.com/events/1833680516897115/,37.524629,139.939076,Code for Aizu OpenDataDay Event,~15,CODE for AIZU
"Alanno,PE,Italy",TBD,42.296299,13.9677519,Open data Day- GREEN GUYS - A scuola di Opencoesione,TBD,Istituto omnicomprensivo - Istituto Tenico Agrario  ALANNO(PE)
"Albany/ Troy, NY, USA",http://opendataalbany.org,42.731,-73.69,Project hacking and intro to open data workshops,50,Ursula Kaczmarek (@ukacz); Tech Valley Center of Gravity
"Amagasaki, Japan",https://www.facebook.com/events/1878098989099799/,34.75443,135.44387,Mapping party,10,Code for Amagasaki
"Ambo University, Woliso Campus, Ethiopia",http://www.ambou.edu.et/,8.533333,37.983333,Open source software for quality education,30,Research and community service coordinator
"Anna Paulowna, The Netherlands",http://www.hollandskroon.nl,52.861345,4.834016,Open Data Day Municipality Hollands Kroon. Looking together with local residents and entrepreneur at our environment and discovering what open data can add to customer minded services. ,TBD,www.hollandskroon.nl
Aomori University,http://www.pref.aomori.lg.jp/sangyo/energy/iodd2017aomori.html,40.784092,140.781185,"hackathon for tourist route, ideathon for aomori public relations magazine",TBD,"Aomori University, Aomori Prefectural Government, Aomori Regional Data Utilization Consortium"
Aragón,http://opendata.aragon.es/,41.653145,-0.891808,"Publicación de la nueva página de Aragón Open Data con una navegación más actual y cercana a los diferentes perfiles de usuarios: ciudadanos, infomediarios y desarrolladores.",,Aragón Open Data
"Arusha, Tanzania",https://www.facebook.com/events/1261065043980772/,-3.3737543,36.6866514,Open Data Day Arusha - Open Budgets and Spending,30,Arusha Coders
asdfadsfsaf,TBD,45.523062,-122.676482,Scientific Data Preservation,TBC,Max Ogden (@denormalize)
asdsa,https://attending.io/events/open-data-day-2017,54.975127,-1.610346,"Relatively unstructured opportunity to meet, form teams and build. Also an opportunity to play Datopolis, the open data boardgame.",TBC,"NE Data (nedata.uk), Newcastle City Library, Newcastle CC."
"Asheville, NC",,35.5951,-82.5515,Code for Asheville,30,Code for Asheville
"Asunción, Paraguay",TBD,-25.285238,-57.578528,Open Data Day 2017 Asunción - On March 3 2017,30,OpenDataPY/Girolabs/TEDIC/ SENATICS/STP
"Asunción, Paraguay",TBD,-25.279943,-57.608638,Open Data Day 2017 Paraguay,TBD,"SENATICs https://www.senatics.gov.py 
STP http://www.stp.gov.py
KOGA IMPACT LAB  http://koga.com.py"
"Atlanta, GA",https://www.eventbrite.com/e/marta-hackathon-smart-city-iot-tickets-28164963163,33.749,84.388,MARTA Hackathon: Smart City + Internet of Things,300,"MARTA, Sandbox ATL, Code for Atlanta, HackGT"
"Austin, Texas, USA",https://www.eventbrite.com/e/atx-hack-the-traffic-registration-31722953207,30.2672,-97.7431,ATX Hack the Traffic,TDB,Austin Transportation Department & UT Center for Transportation Research - info@open-austin.org
"Bangkok, Thailand",http://opendataday.in.th,13.746297,100.538999,Open Data and Big Data Forum,150-200,"EGA, Social Technology Institute"
"Barcelona, Spain",https://ihr.world/en/projects/access-to-information/pro-transparency-manifesto,41.4003059,2.1340029,Promoting a pro-transparency manifesto ,9 organizations,Innovation and Human Rights (https://ihr.world)
"Barcelona, Spain",http://opendataday.cat/,41.382934,2.154373,OpenDataDay.cat,Up to 70,@ideograma @iopendatabcn
"Bari, Italy",https://www.facebook.com/FutureProjectTeam/?fref=ts,41.068457,16.864726,"Open data day Future Project team.  Discussing about data related to IV Municipality of Bari with local resident, local enterpreneurs and local government",50,ITC calamandrei 
"Bari, Italy",,41.068457,16.864726,"Open data day Future Project team.  Discussing about data related to IV Municipality of Bari with local resident, local enterpreneurs and local government",50,ITC calamandrei 
"Barranquilla, Colombia",http://opendataday.piensa.co/,11.0041,-74.807,Let's teach cars to deccel on potholes and speedbumps.,30,Piensa Labs
"Benevento,Italia",https://www.facebook.com/profile.php?id=100015330452902,41.1305383,14.7854705,Il gioco dell'ocAsoc : giocare con le politiche di coesione,100,IT-CAT Galilei Vetrone Benevento
"Benin City, Edo State, Nigeria",TBC,6.334986,5.603746,"
Creating public interest around tracking public money flow:discussion forum, an Open Hack and Opendata puzzel game
",80,Opendata Talk 
"Bergamo, Italy",http://isisquarenghi.it/,45.686467,9.684645,LAS Data for Città Alta (points cloud),100,Geolab - ITS G. Quarenghi geolab@isisquarenghi.it
"Berlin, Germany",https://www.meetup.com/de-DE/OK-Lab-Berlin/events/235788162/?eventId=235788162,52.520007,13.404954,Code for Germany Open Data Day Event,40,OK Lab Berlin
"Birmingham, UK",https://www.eventbrite.co.uk/e/open-wide-open-data-day-2017-in-the-west-midlands-registration-31708807898,52.4862,-1.8904,Open wide: Open Data Day 2017 in the West Midlands #ODD17WM,~50,West Midlands Open Data Forum & Innovation Engine (@WMODF & @HugoRuss) 
"Birzeit University, Palestine",https://www.birhakaya.com,31.959192,35.1798186,Birzeit Open Data Day,45,BirHakaya
"Blolab, Cotonou,  Benin",www.blogueursdubenin.org,6.392276,2.362194,Open Data Day 2017 at Cotonou,30,Association des blogueurs du Bénin www.blogueursdubenin.org
"Bogota, Colombia",https://www.meetup.com/Big-Data-Science-Bogota/events/237729839/,4.65657,-74.05631,OpenData day 2017,120,BigData Colombia
"Bogota, Colombia",http://www.datasketch.co/es/info/urbano,4.598056,-74.075833,Dasketch Urbano,TBC,Datasketch
"Bonn, Germany",http://codeforbonn.de/,50.73743,7.098207,Code for Germany Open Data Day Event,20,OK Lab Bonn
"Brasília, DF (Brasil) / Brasilia / Brazil",http://calango.club/eventos/oficinas/opendataday2017,-15.79457,-47.89287,"Talks on open government, public data",~20,Calango Hacker Clube (Hackerspace) - http://calango.club
