event_date,event_name,event_photo_url,event_purpose,event_report_url,event_tweet_url,event_video_url,has_event_report,latitude,longitude,online_event_url,organisers,place,slug,url,world_region_code,world_region_text
2026-03-10,15 anni di dati.gov.it: presente e futuro degli open data,,"Il percorso narrativo del webinar parte dal presente, con il punto sull’attuale disponibilità di dati aperti, sulle novità del portale e sui dati che ancora mancano, per poi proiettarsi al futuro e indagare le opportunità e le sfide che presentate dall'IA.",,,,False,41.833768,12.467813,,Agenzia per l'Italia Digitale,Roma,15-anni-di-dati-gov-it-presente-e-futuro-degli-open-data,https://events.teams.microsoft.com/event/1b15aace-9206-494e-bcda-f56d58c97989@cf41f62d-8e36-400e-a835-88ea3aff5ef0,,
2026-03-10,15 anni di dati.gov.it: presente e futuro degli open data,,"Il percorso narrativo del webinar parte dal presente, con il punto sull’attuale disponibilità di dati aperti, sulle novità del portale e sui dati che ancora mancano, per poi proiettarsi al futuro e indagare le opportunità e le sfide che presentate dall'IA.",,,,False,41.902782,12.496365,,Agenzia per l'Italia Digitale,Rome,15-anni-di-dati-gov-it-presente-e-futuro-degli-open-data-2,https://events.teams.microsoft.com/event/1b15aace-9206-494e-bcda-f56d58c97989@cf41f62d-8e36-400e-a835-88ea3aff5ef0,,
2026-03-12,15 anni di DBGT: presente e futuro dei dati geospaziali,,Spatial HVD,,,,False,41.833768,12.467813,,AgID (Agenzia per l'Italia Digitale),Roma,15-anni-di-dbgt-presente-e-futuro-dei-dati-geospaziali,https://events.teams.microsoft.com/event/fdcabf55-5868-434c-9e1a-3d32149229d5@cf41f62d-8e36-400e-a835-88ea3aff5ef0,,
2026-03-07,2026 Winnipeg Open Data Datathon,,A datathon to demonstrate Smart City ideas using City of Winnipeg Open Data datasets.,,,,False,49.895138,-97.138374,,Winnipeg Open Data Meet-Up Group  (wkwong@delta-y.com),Winnipeg,2026-winnipeg-open-data-datathon,https://www.meetup.com/winnipeg-open-data-meet-up-group/events/312886562/,,
2026-03-05,3. Open Data Day Flensburg,,"Der Open Data Day ist ein jährlicher, weltweiter Aktionstag, an dem lokale Gruppen und Interessierte die Bedeutung offener Daten hervorheben. In Flensburg finden an diesem Anlass zwei Veranstaltungen statt:

Do., 5. März 2026, 10–14 Uhr: Mit Offene Daten, Vorträge und Vernetzung

Sa., 7. März 2026, 10–18 Uhr: Mit offenen Karten: Ein Hackathon mit Kartenanwendungen im Fokus

Beide Veranstaltungen finden im Offenen Kanal Flensburg, Sankt-Jürgen-Straße 95, 24937 Flensburg, statt. Die Teilnahme ist kostenfrei.",,,,False,54.791597,9.442253,,OK Lab Flensburg,"Offener Kanal Flensburg, Sankt-Jürgen-Straße 95, 24937 Flensburg",3-open-data-day-flensburg,https://opendataday-flensburg.de,,
2026-03-11,3rd Annual Open Data Day,,Explore projects built with the E2C Hub’s open data platform and try your hand at creating something new.,,,,False,42.40477,-71.070124,,Massachusetts Education-to-Career Research and Data Hub (E2C Hub),"Everett, Massachusetts, USA",3rd-annual-open-data-day,https://educationtocareer.data.mass.gov/stories/s/56tt-nvnp,,
2026-03-14,[Open Data Day 2026] Thai Parliament Datathon: ร่วมคุ้ยแคะ แกะระบบรัฐสภาไทยผ่านข้อมูลเปิด,,"Encourage citizens to collaborate during the datathon, engaging with Open Parliament Data through the tools developed by WeVis.",,,,False,13.684606,100.541417,,WeVis,Bangkok,open-data-day-2026-thai-parliament-datathon-rwmkhuyaekha-aekarabbrathsphaaaithyphaankh,,,
2026-03-11,A Guide to the OpenAQ Platform,,"We hope the general audience to learn more about OpenAQ's free and open air quality data tools, including: OpenAQ Explorer, Programmatic access through R and Python and AQI Hub",,,,False,38.90125,-77.04178,,OpenAQ (info@openaq.org),Virtual - registration is open globally,a-guide-to-the-openaq-platform,https://link.openaq.org/opendataday2026,,
2026-03-11,A Truman Show,,Creating the habit of questioning the certainty behind numbers we take for granted,,,,False,18.06,83.4044,,MVGR SLC,Vizianagaram,a-truman-show,,,
2026-03-11,AAA+ Open Data 2026,,"To showcase open data as creative material through a student data visualization exhibition, inspiring artists and designers to explore, interpret, and communicate open datasets.",,,,False,45.327065,14.466357,,Marko Bralic,Rijeka,aaa-open-data-2026,https://apuri.uniri.hr/vijest/poziv-na-otvorenje-izlozbe-aaa-open-data/,,
2026-03-10,AI and animal welfare,,How young people can use AI to stop animal suffering and human ,,,,False,1.373333,32.290276,,Nalumansi Phionah,Kampala,ai-and-animal-welfare,,,
2026-03-07,Block Builds for Open Data - Day 1,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-35.28983,149.109643,,"Steven De Costa, Link Digital and guests",Canberra,block-builds-for-open-data-day-1,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-08,Block Builds for Open Data - Day 2,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-33.8928856,151.150581,,"Steven De Costa, Link Digital and guests",Sidney,block-builds-for-open-data-day-2,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-09,Block Builds for Open Data - Day 3,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-37.8165406,144.9686769,,"Steven De Costa, Link Digital and guests",Melbourne,block-builds-for-open-data-day-3,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-10,Block Builds for Open Data - Day 4,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-27.4819315,153.0224311,,"Steven De Costa, Link Digital and guests",Brisbane,block-builds-for-open-data-day-4,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-11,Block Builds for Open Data - Day 5,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-34.98022,138.513364,,"Steven De Costa, Link Digital and guests",Adelaide,block-builds-for-open-data-day-5,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-12,Block Builds for Open Data - Day 6,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-31.9437127,115.8269921,,"Steven De Costa, Link Digital and guests",Perth,block-builds-for-open-data-day-6,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-13,Block Builds for Open Data - Day 7,,"Online and open to all! Steven will be hosting a 2 hour 'Block Build' on each of the open data days. Monitor the event URL as it will be updates with times, topics and guests. ",,,,False,-42.8847125,147.3298661,,"Steven De Costa, Link Digital and guests",Hobart,block-builds-for-open-data-day-7,https://opendata.ly/assets/starl3n/okfnau/opendatadays/,,
2026-03-08,CIXLO RUTA PARA TI MUJER,,"Visibilizar, celebrar y fortalecer el papel de la mujer en la sociedad a través del deporte, la ocupación segura del espacio público y la unión comunitaria.",,,,False,-2.31141,-78.121582,,Naakam Nua,Macas,cixlo-ruta-para-ti-mujer,https://www.facebook.com/reel/2072186603621971/,,
2026-03-12,Crowdsourcing e as práticas de História Pública Negra nos projetos Wikimedia,,"O workshop “Crowdsourcing e as práticas de História Pública Negra nos projetos Wikimedia” tem como objetivo promover o uso crítico, colaborativo e antirracista de dados abertos por meio da capacitação prática em projetos da Wikimedia Foundation, especialmente Wikidata e Wikipedia. Ele combinará exposição dialogada e prática orientada de edição, incluindo criação e qualificação de itens (QIDs), uso de dashboards de acompanhamento e curadoria baseada em fontes confiáveis, ao mesmo tempo em que estimulará reflexões sobre desigualdade epistêmica, eurocentrismo e racismo algorítmico em bancos de dados digitais. ",,,,False,-12.206954,-38.967564,,Laboratório História Editorial,"Feira de Santana, BA",crowdsourcing-e-as-praticas-de-historia-publica-negra-nos-projetos-wikimedia,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Edit-a-thon/Atividades_em_portugu%C3%AAs/Crowdsourcing_e_as_pr%C3%A1ticas_de_Hist%C3%B3ria_P%C3%BAblica_Negra_nos_projetos_Wikimedia,,
2026-03-14,Cumbre de Lideresas Amazónicas Warmikuna-Datos y Gobierno Abierto,,Formar y desarrollar habilidades y herramientas para que las mujeres amazónicas puedan participar efectivamente en el proceso de toma de decisiones y control de la gestión pública mediante el uso de mecanismos de participación ciudadana y control social en el cantón Loreto. ,,,,False,-0.6908634,-77.3192993,,"Fundación Guambras en Acción con el apoyo de Fundación Datalat y el Observatorio de Datos Abiertos ""Al Dato""",Loreto,cumbre-de-lideresas-amazonicas-warmikuna-datos-y-gobierno-abierto,https://www.facebook.com/FundacionGuambrasEnAccion,,
2026-03-10,"Dados Abertos e Privacidade na Saúde: limites regulatórios, anonimização e riscos de reidentificação",,Espero que possa conectar pessoas interessadas em debater sobre o tema,,,,False,-19.91818,-43.93705,,Juliana Almeida de Moraes,Webinar ,dados-abertos-e-privacidade-na-saude-limites-regulatorios-anonimizacao-e-risco,,,
2026-04-23,"Data Healthy, Thailand Ready",,,,,,False,13.8920531,100.5518779,,Digital Government Development Agency (Public Organization) (DGA),Bangkok,data-healthy-thailand-ready,,,
